busId,timestamp,latitude,longitude,speed
BUS01,2025-03-25T08:00:00,40,419214,-3,695611,2,33
BUS01,2025-03-25T08:01:00,40,419446,-3,694926,0,00
BUS01,2025-03-25T08:02:00,40,425550,-3,704215,35,97
BUS01,2025-03-25T08:03:00,40,425809,-3,704158,17,02
BUS01,2025-03-25T08:04:00,40,427772,-3,698215,45,61
BUS01,2025-03-25T08:05:00,40,424998,-3,700573,5,47
BUS01,2025-03-25T08:06:00,40,421816,-3,700686,45,87
BUS01,2025-03-25T08:07:00,40,419036,-3,697675,49,16
BUS01,2025-03-25T08:08:00,40,421664,-3,701960,48,06
BUS01,2025-03-25T08:09:00,40,422842,-3,695138,0,00
BUS01,2025-03-25T08:10:00,40,426725,-3,702961,17,44
BUS01,2025-03-25T08:11:00,40,419483,-3,703463,48,99
BUS01,2025-03-25T08:12:00,40,425849,-3,702822,32,31
BUS01,2025-03-25T08:13:00,40,425263,-3,701642,19,40
BUS01,2025-03-25T08:14:00,40,425359,-3,702911,6,75
BUS01,2025-03-25T08:15:00,40,424105,-3,704117,39,21
BUS01,2025-03-25T08:16:00,40,422457,-3,695441,16,98
BUS01,2025-03-25T08:17:00,40,424315,-3,695002,32,73
BUS01,2025-03-25T08:18:00,40,423467,-3,700715,40,39
BUS01,2025-03-25T08:19:00,40,427788,-3,696725,8,57
BUS01,2025-03-25T08:20:00,40,419423,-3,700384,39,12
BUS01,2025-03-25T08:21:00,40,425970,-3,703496,35,77
BUS01,2025-03-25T08:22:00,40,421701,-3,698930,38,84
BUS01,2025-03-25T08:23:00,40,428641,-3,703623,0,00
BUS01,2025-03-25T08:24:00,40,428677,-3,697229,46,62
BUS01,2025-03-25T08:25:00,40,426493,-3,700126,41,19
BUS01,2025-03-25T08:26:00,40,426339,-3,696492,39,89
BUS01,2025-03-25T08:27:00,40,425671,-3,700229,8,24
BUS01,2025-03-25T08:28:00,40,423496,-3,700638,11,35
BUS01,2025-03-25T08:29:00,40,423470,-3,704317,4,88
BUS01,2025-03-25T08:30:00,40,425638,-3,700389,15,62
BUS01,2025-03-25T08:31:00,40,424670,-3,701775,41,37
BUS01,2025-03-25T08:32:00,40,421783,-3,703031,10,49
BUS01,2025-03-25T08:33:00,40,422143,-3,695289,15,33
BUS01,2025-03-25T08:34:00,40,419469,-3,700962,22,35
BUS01,2025-03-25T08:35:00,40,424832,-3,695299,14,08
BUS01,2025-03-25T08:36:00,40,427149,-3,698376,34,35
BUS01,2025-03-25T08:37:00,40,418797,-3,699899,39,03
BUS01,2025-03-25T08:38:00,40,420915,-3,700072,48,90
BUS01,2025-03-25T08:39:00,40,420766,-3,703945,0,00
BUS01,2025-03-25T08:40:00,40,426572,-3,698457,25,51
BUS01,2025-03-25T08:41:00,40,425900,-3,700686,0,00
BUS01,2025-03-25T08:42:00,40,421978,-3,701708,19,91
BUS01,2025-03-25T08:43:00,40,423175,-3,700058,42,88
BUS01,2025-03-25T08:44:00,40,418978,-3,702004,0,00
BUS01,2025-03-25T08:45:00,40,428230,-3,700618,45,01
BUS01,2025-03-25T08:46:00,40,424373,-3,695324,0,00
BUS01,2025-03-25T08:47:00,40,427617,-3,700235,33,49
BUS01,2025-03-25T08:48:00,40,423848,-3,697012,0,00
BUS01,2025-03-25T08:49:00,40,423047,-3,700902,18,71
BUS01,2025-03-25T08:50:00,40,419274,-3,702813,20,02
BUS01,2025-03-25T08:51:00,40,424475,-3,694695,9,70
BUS01,2025-03-25T08:52:00,40,427333,-3,700627,49,30
BUS01,2025-03-25T08:53:00,40,426546,-3,699435,12,87
BUS01,2025-03-25T08:54:00,40,426944,-3,694639,15,86
BUS01,2025-03-25T08:55:00,40,422964,-3,695704,36,88
BUS01,2025-03-25T08:56:00,40,420676,-3,703138,15,75
BUS01,2025-03-25T08:57:00,40,419135,-3,703149,25,80
BUS01,2025-03-25T08:58:00,40,424162,-3,695431,34,54
BUS01,2025-03-25T08:59:00,40,422845,-3,700275,34,27
BUS02,2025-03-25T08:00:00,40,426619,-3,700063,31,17
BUS02,2025-03-25T08:01:00,40,424584,-3,691060,28,91
BUS02,2025-03-25T08:02:00,40,419623,-3,699757,38,04
BUS02,2025-03-25T08:03:00,40,424399,-3,697991,43,03
BUS02,2025-03-25T08:04:00,40,422529,-3,694354,19,34
BUS02,2025-03-25T08:05:00,40,424364,-3,690995,49,39
BUS02,2025-03-25T08:06:00,40,424380,-3,691355,48,05
BUS02,2025-03-25T08:07:00,40,422769,-3,696699,20,27
BUS02,2025-03-25T08:08:00,40,419511,-3,692666,49,87
BUS02,2025-03-25T08:09:00,40,422605,-3,700116,21,13
BUS02,2025-03-25T08:10:00,40,423443,-3,697236,4,24
BUS02,2025-03-25T08:11:00,40,421348,-3,692333,41,60
BUS02,2025-03-25T08:12:00,40,426192,-3,698788,4,44
BUS02,2025-03-25T08:13:00,40,428138,-3,696078,0,00
BUS02,2025-03-25T08:14:00,40,424578,-3,696089,34,70
BUS02,2025-03-25T08:15:00,40,422143,-3,697416,0,20
BUS02,2025-03-25T08:16:00,40,428379,-3,696096,11,29
BUS02,2025-03-25T08:17:00,40,424026,-3,694759,6,98
BUS02,2025-03-25T08:18:00,40,423343,-3,694270,29,61
BUS02,2025-03-25T08:19:00,40,423783,-3,695846,13,47
BUS02,2025-03-25T08:20:00,40,422108,-3,698372,17,78
BUS02,2025-03-25T08:21:00,40,428348,-3,698492,21,40
BUS02,2025-03-25T08:22:00,40,418603,-3,696016,46,04
BUS02,2025-03-25T08:23:00,40,422656,-3,694363,38,15
BUS02,2025-03-25T08:24:00,40,422574,-3,695131,16,68
BUS02,2025-03-25T08:25:00,40,424049,-3,697438,36,03
BUS02,2025-03-25T08:26:00,40,423103,-3,696416,18,13
BUS02,2025-03-25T08:27:00,40,424145,-3,691857,0,00
BUS02,2025-03-25T08:28:00,40,418754,-3,699526,34,42
BUS02,2025-03-25T08:29:00,40,423572,-3,691639,17,22
BUS02,2025-03-25T08:30:00,40,428136,-3,700140,40,56
BUS02,2025-03-25T08:31:00,40,418537,-3,690933,42,02
BUS02,2025-03-25T08:32:00,40,421920,-3,692009,17,23
BUS02,2025-03-25T08:33:00,40,428225,-3,697314,23,20
BUS02,2025-03-25T08:34:00,40,420106,-3,695527,5,70
BUS02,2025-03-25T08:35:00,40,428448,-3,694246,7,29
BUS02,2025-03-25T08:36:00,40,420060,-3,696090,38,55
BUS02,2025-03-25T08:37:00,40,426203,-3,693911,21,58
BUS02,2025-03-25T08:38:00,40,425469,-3,697696,43,87
BUS02,2025-03-25T08:39:00,40,422159,-3,695797,40,31
BUS02,2025-03-25T08:40:00,40,421828,-3,697907,3,22
BUS02,2025-03-25T08:41:00,40,418925,-3,696613,3,15
BUS02,2025-03-25T08:42:00,40,427576,-3,698507,38,42
BUS02,2025-03-25T08:43:00,40,425460,-3,694652,17,29
